ReferenceNumber,WatchName,Gender,Location,Price,Currency,BrandName,Condition,ScopeOfDelivery,WatchLink,WatchImage,WebsiteName,WatchModel,Year,Movement,PowerReserve,NumberOfJewels,CaseDiameter,CaseMaterial,WaterResistanceAtm,BezelMaterial,Glass,DialColor,BraceletMaterial,BraceletColor,Buckle,BuckleMaterial,Functions,Description,Other
T069.417.44.061.00,Tissot Titanium T069.417.44.061.00,M,world,189.99,USD,Tissot,New,,https://www.jomashop.com/tissot-mens-watch-t0694174406100.html,https://cdn2.jomashop.com/media/catalog/product/t/i/tissot-titanium-black-chronograph-dial-men_s-watch-t0694174406100.jpg,Jomashop,titanium,,Quartz,,,43,Titanium,10,Titanium,Scratch Resistant Sapphire,Anthracite,Titanium,Grey,,,"Chronograph, Date, Hour, Minute, Second","Grey titanium case with a grey titanium bracelet. Fixed grey titanium bezel. Anthracite dial with luminous skeleton hands and index hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display at the 4 o'clock position. Chronograph - sub-dials displaying: three - 60 second, 30 minute and 1/10th of a second. ETA Caliber G10.211 quartz movement. Scratch resistant sapphire crystal. Solid case back. Round case shape, case size: 43 mm, case thickness: 11 mm. Band length: 8 inches. Deployment with push button release clasp. Water resistant at 100 meters / 330 feet. Functions: chronograph, date, hour, minute, second. Casual watch style. Watch label: Swiss Made. Item Variations: T0694174406100. Tissot T-Sport Titanium Chronograph Anthracite Dial Mens Watch T0694174406100.","Calendar, Chronograph, Titanium"
SNK807,Seiko Seiko 5 Snk807,M,world,79.99,USD,Seiko,New,,https://www.jomashop.com/seiko-watch-snk807.html,https://cdn2.jomashop.com/media/catalog/product/s/e/seiko-5-blue-dial-blue-canvas-men_s-watch-snk807.jpg,Jomashop,seiko.5,,Automatic,40,,37,Stainless Steel,,Stainless Steel,Scratch Resistant Hardlex,Blue,Canvas,Blue,,,"Date, Day, Hour, Minute, Second","Silver-tone stainless steel case with a blue canvas strap. Fixed silver-tone stainless steel bezel. Blue dial with luminous hands and Arabic numeral hour markers. Arabic numeral minute markers (at 5 minute intervals). minute markers around the outer rim. Dial Type: Analog. Luminescent hands. Day of the week and date display at the 3 o'clock position. Seiko Caliber 7S26 automatic movement with a 40-hour power reserve. Scratch resistant hardlex crystal. Pull / push crown. Skeleton case back. Round case shape, case size: 37 mm, case thickness: 11 mm. Band width: 18 mm. Tang clasp. Water resistant at feet. Functions: date, day, hour, minute, second. Additional Info: suitable for snorkeling, as well as swimming, but not diving. Casual watch style. Seiko 5 Blue Dial Blue Canvas Mens Watch SNK807.","Calendar, Stainless Steel"
T1204071704100,Tissot Seastar 1000 T1204071704100,M,world,469.44,USD,Tissot,New,,https://www.jomashop.com/tissot-seastar-1000-watch-t1204071704100.html,https://cdn2.jomashop.com/media/catalog/product/t/i/tissot-seastar-1000-automatic-blue-dial-mens-watch-t1204071704100.jpg,Jomashop,seastar.1000,,Automatic,,,43,Stainless Steel,30,Stainless Steel with a Black Ceramic Top Ring,Scratch Resistant Sapphire,Blue,Rubber,Black,,,"Date, Hour, Minute, Second","Stainless steel case with a black rubber strap. Uni-directional rotating stainless steel bezel with a black ceramic top ring. Blue dial with luminous silver-tone hands and dot hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display at the 6 o'clock position. Caliber 80.111 automatic movement. Scratch resistant sapphire crystal. Screw down crown. Transparent case back. Round case shape. Case size: 43 mm. Case thickness: 12.7 mm. Band width: 21 mm. Tang clasp. Water resistant at 300 meters / 1000 feet. Functions: date, hour, minute, second. Sport watch style. Watch label: Swiss Made. Tissot Seastar 1000 Automatic Blue Dial Mens Watch T1204071704100.","Calendar, Ceramic, Rubber, Stainless Steel"
T100.430.16.041.00,Tissot Prs 516 T100.430.16.041.00,M,world,332.49,USD,Tissot,New,,https://www.jomashop.com/tissot-prs-516-watch-t100-430-16-041-00.html,https://cdn2.jomashop.com/media/catalog/product/t/i/tissot-prs-516-blue-dial-automatic-mens-leather-watch-t100.430.16.041.00--.jpg,Jomashop,prs.516,,Automatic,80,,42,Stainless Steel,10,Ceramic,Scratch Resistant Sapphire,Blue,Leather,Brown,,,"Date, Day, Hour, Minute, Second","Stainless steel case with a brown leather strap. Fixed black ceramic bezel. Blue dial with luminous silver-tone hands and index hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Day of the week and date display at the 3 o'clock position. ETA caliber 80.121 automatic movement with an 80-hour power reserve. Scratch resistant sapphire crystal. Pull / push crown. Transparent case back. Round case shape. Case size: 42 mm. Case thickness: 12.9 mm. Band width: 20 mm. Deployment clasp. Water resistant at 100 meters / 330 feet. Functions: date, day, hour, minute, second. Casual watch style. Watch label: Swiss Made. Tissot PRS 516 Automatic Blue Dial Mens Watch T100.430.16.041.00.","Calendar, Ceramic, Leather, Stainless Steel"
SKX009J1,Seiko Diver  Skx009j1,M,world,265.05,USD,Seiko,New,,https://www.jomashop.com/seiko-watch-skx009j1.html,https://cdn2.jomashop.com/media/catalog/product/s/e/seiko-divers-automatic-black-dial-men_s-watch-skx009j1.jpg,Jomashop,diver.,,Automatic,40,,42,Stainless Steel,20,Stainless Steel,Scratch Resistant Hardlex,Blue,Rubber,Black,,,"Date, Day, Hour, Minute, Second","Silver-tone stainless steel case with a black rubber strap. Uni-directional rotating blue and red (pepsi) top ring stainless steel bezel. Blue dial with luminous silver-tone hands and dot hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Day of the week and date display at the 3 o'clock position. Seiko Caliber 7S26 automatic movement with a 40-hour power reserve. Scratch resistant hardlex crystal. Screw down crown. Transparent case back. Round case shape, case size: 42 mm, case thickness: 13 mm. Band width: 22 mm. Tang clasp. Water resistant at 200 meters / 660 feet. Functions: date, day, hour, minute, second. Additional Info: 21 jewels. in general, suitable for high-impact water sports and scuba diving at depths not requiring mixed-gas. Sport watch style. Watch label: Japan Movt. Seiko Automatic Diver Blue Dial Pepsi Bezel Mens Watch SKX009J1.","Calendar, Rubber, Stainless Steel"
H70555533,Hamilton Khaki H70555533,M,world,362.53,USD,Hamilton,New,,https://www.jomashop.com/hamilton-khaki-field-mens-watch-h70555533.html,https://cdn2.jomashop.com/media/catalog/product/h/a/hamilton-khaki-field-automatic-black-dial-mens-watch-h70555533--.jpg,Jomashop,khaki,,Automatic,80,,42,Stainless Steel,10,Stainless Steel,Scratch Resistant Sapphire,Black,Leather,Brown,,,"Date, Hour, Minute, Second","Brushed stainless steel case with a brown leather strap. Fixed, polished stainless steel bezel. Black dial with luminous hands and Arabic numeral hour markers. Minute markers around the outer rim. 24 hour (GMT) markings. Dial Type: Analog. Luminescent hands. Date display at the 3 o'clock position. Hamilton calibre H-10 automatic movement with an 80-hour power reserve. Scratch resistant sapphire crystal. Pull / push crown. Skeleton case back. Case size: 42 mm. Case thickness: 12 mm. Round case shape. Band width: 22 mm. Band length: 8.5 inches. Tang clasp. Water resistant at 100 meters / 330 feet. Functions: date, hour, minute, second. Casual watch style. Watch label: Swiss Made. Item Variations: H70555533. Hamilton Khaki Field Automatic Black Dial Mens Watch H70555533.","Calendar, GMT, Leather, Stainless Steel"
JY8035-04E,Citizen Navihawk a-t Jy8035-04e,M,world,312.55,USD,Citizen,New,,https://www.jomashop.com/citizen-watch-jy8035-04e.html,https://cdn2.jomashop.com/media/catalog/product/c/i/citizen-promaster-navihawk-a-t-eco-drive-black-dial-mens-watch-jy8035-04e.jpg,Jomashop,navihawk.a.t,,Eco-Drive,,,48,Stainless Steel,20,Stainless Steel,Mineral,Black,Rubber,Black,,,"Atomic Timekeeping Technology with Synchronized Time Adjustment Available in 43 World Cities, World Time, Perpetual Calendar, Perpetual Calendar Chronograph, 1/100 Second Chronograph, 3 Hand, Power Reserve Indicator, Multiple Alarms, GMT","Black stainless steel case with a black rubber strap. Fixed black ion-plated black stainless steel bezel. Black dial with luminous orange hands and index hour markers. Minute markers around the outer rim. Dial Type: Analog-digital. Luminescent hands. Perpetual calendar. Citizen Caliber Eco-Drive U680 eco-drive movement. Scratch resistant mineral crystal. Screw down crown. Solid case back. Round case shape, case size: 48 mm, case thickness: 15 mm. Band width: 23 mm, band length: 8 inches. Deployment with push button release clasp. Water resistant at 200 meters / 660 feet. Functions: atomic timekeeping technology with synchronized time adjustment available in 43 world cities, world time, perpetual calendar, perpetual calendar chronograph, 1/100 second chronograph, 3 hand, power reserve indicator, multiple alarms, GMT. Sport watch style. Watch label: Japan Movt. Item Variations: JY8035 04E, JY8035.04E, JY803504E. Citizen Promaster Navihawk A-T Eco Drive Black Dial Mens Watch JY8035-04E.","Alarm, Atomic Timekeeping, Calendar, Chronograph, GMT, Perpetual, Power Reserve Indicator, Rubber, Solar, Stainless Steel, World Time"
AT8020-03L,Citizen Eco-drive At8020-03l,M,world,299.24,USD,Citizen,New,,https://www.jomashop.com/citizen-watch-at8020-03l.html,https://cdn2.jomashop.com/media/catalog/product/c/i/citizen-eco-drive-blue-angels-world-chronograph-men_s-watch-at8020-03l.jpg,Jomashop,eco.drive,,Eco-Drive,,,42,Stainless Steel,20,Stainless Steel,Scratch Resistant Sapphire,Blue,(Polyurethane-Coated) Leather,Blue,,,"Hour, Minute, Second, Date, Chronograph, Pilots, Day","Stainless steel case with a blue (polyurethane-coated) leather strap (with yellow backing). Fixed blue ion-plated bezel. Blue dial with luminous hands and index hour markers. Minute markers. World time cities. Pilots slide rule around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display at the 3 o'clock position. Three sub-dials displaying: 60 second, 1/100th second and 24 hour. Eco-Drive H800, Atomic Timekeeping eco-drive movement. Scratch resistant sapphire crystal. Solid case back. Case size: 42 mm. Case thickness: 12 mm. Round case shape. Band width: 23 mm. Band length: 8 inches. Tang clasp. Water resistant at 200 meters / 660 feet. Functions: hour, minute, second, date, chronograph, pilots, day. Sport watch style. Watch label: Japan Movt. Item Variations: AT8020 03L, AT8020.03L, AT802003L. Citizen Eco Drive Blue Angels World Chronograph Mens Watch AT8020-03L.","Atomic Timekeeping, Calendar, Chronograph, Leather, Solar, Stainless Steel, World Time"
T106.417.11.042.00,Tissot T-sport v8 T106.417.11.042.00,M,world,261.25,USD,Tissot,New,,https://www.jomashop.com/tissot-watch-t106-417-11-042-00.html,https://cdn2.jomashop.com/media/catalog/product/t/i/tissot-t-sport-v8-blue-dial-chronorgaph-men_s-watch-t106.417.11.042.00.jpg,Jomashop,t.sport.v8,,Quartz,,,43,Stainless Steel,10,Stainless Steel showing Tachymeter Markings,Scratch Resistant Sapphire,Blue,Stainless Steel,Silver-tone,,,"Chronograph, Rattrapante, Tachymeter, Date, Hour, Minute, Small Second","Stainless steel case with a stainless steel bracelet. Fixed stainless steel bezel showing tachymeter markings. Blue dial with silver-tone hands and Arabic numeral hour markers. Minute markers around the outer rim. Dial Type: Analog. Date display at the 6 o'clock position. Chronograph - three sub-dials displaying: 60 second, 30 minute and 1/10th of a second. Tissot calibre G10.212 quartz movement. Scratch resistant sapphire crystal. Case size: 42.5 mm. Case thickness: 11.22 mm. Round case shape. Bracelet width: 22 mm. Deployment clasp. Water resistant at 100 meters / 330 feet. Functions: chronograph, date, hour, minute, second. Luxury watch style. Watch label: Swiss Made. Tissot T-Sport V8 Chronorgaph Blue Dial Mens Watch T106.417.11.042.00","Calendar, Chronograph, Rattrapante, Stainless Steel"
FC-235M4S5,Frederique Constant Slimline Fc-235m4s5,U,world,227.99,USD,Frederique Constant,New,,https://www.jomashop.com/frederique-constant-watch-235m4s5.html,https://cdn2.jomashop.com/media/catalog/product/f/r/frederique-constant-slim-line-silver-dial-gold-plated-unisex-watch-235m4s5-fc-235m4s5.jpg,Jomashop,slimline,,Quartz,,,37,Stainless Steel,3,Stainless Steel,Scratch Resistant Sapphire,Silver Guilloche,Leather,Brown,,,"Hour, Minute, Second","Yellow gold-plated stainless steel case with a brown leather strap. Fixed yellow gold-plated bezel. Silver guilloche dial with black hands and Roman numeral hour markers. Minute markers around the outer rim. Dial Type: Analog. Seconds sub-dial above the 6 o'clock position. Quartz movement. Scratch resistant sapphire crystal. Pull / push crown. Solid case back. Case diameter: 37 mm. Case thickness: 5 mm. Round case shape. Tang clasp. Water resistant at 30 meters / 100 feet. Functions: hour, minute, second. Dress watch style. Watch label: Swiss Made. Frederique Constant Slim Line Silver Dial Gold-Plated Unisex Watch 235M4S5.","Gold, Leather, Stainless Steel"
8926OB,Invicta Pro diver 8926ob,M,world,80.74,USD,Invicta,New,,https://www.jomashop.com/invicta-watch-8926ob.html,https://cdn2.jomashop.com/media/catalog/product/i/n/invicta-mako-pro-diver-automatic-men_s-watch-8926ob.jpg,Jomashop,pro.diver,,Automatic,41,,40,Stainless Steel,20,Stainless Steel with a Black Ion-plated,Mineral,Black,Stainless Steel,Silver-tone,,,"Date, Hour, Minute, Second","Stainless steel case with a stainless steel bracelet. Unidirectional black ion-plated bezel. Black dial with silver-tone hands and dot hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display at the 3 o'clock position. Japanese automatic movement. Scratch resistant mineral crystal. Screw down crown. Skeleton case back. Case diameter: 40 mm. Case thickness: 14 mm. Round case shape. Band width: 20 mm. Band length: 8.25 inches. Fold over clasp. Water resistant at 200 meters / 660 feet. Functions: date, hour, minute, second. Sport watch style. Watch label: Japan Movt. Invicta Mako Pro Diver Automatic Mens Watch 8926OB.","Calendar, Stainless Steel"
01 747 7701 4461-07 5 22 87FCS,Oris Artix 01 747 7701 4461-07 5 22 87fcs,M,world,859.2,USD,Oris,New,,https://www.jomashop.com/oris-watch-01-747-7701-4461ls.html,https://cdn2.jomashop.com/media/catalog/product/o/r/oris-artix-audi-sport-gmt-automatic-silver-dial-black-leather-mens-watch-74777014461ls-01-747-7701-4461ls.jpg,Jomashop,artix,,Automatic,38,,44,Stainless Steel,10,Stainless Steel,Scratch Resistant Sapphire,Silver,Leather,Black,,,"Date, GMT, Second Time Zone, Hour, Minute, Second","Silver-tone stainless steel case with a black leather strap. Bi-directional rotating silver-tone stainless steel bezel. Silver dial with luminous silver-tone hands and Arabic numeral hour markers. Minute marker. 24 hour (GMT) scale appears around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display at the 3 o'clock position. Linea seconds display subdials. Oris Calibre 747, base SW 220-1 automatic movement with a 38-hour power reserve. Scratch resistant sapphire crystal. Screw down crown. Transparent case back. Round case shape, case size: 44 mm, case thickness: 11.60mm. Band width: 22 mm. Folding clasp. Water resistant at 100 meters / 330 feet. Functions: date, GMT, second time zone, hour, minute, second. Luxury watch style. Watch label: Swiss Made. Oris Artix Audi Sport GMT Automatic Silver Dial Mens Watch 747-7701-4461LS.","Calendar, GMT, Leather, Stainless Steel, Time Zone"
H70455133,Hamilton Khaki field H70455133,M,world,375.25,USD,Hamilton,New,,https://www.jomashop.com/hamilton-watch-h70455133.html,https://cdn2.jomashop.com/media/catalog/product/h/a/hamilton-khaki-field-automatic-black-dial-men_s-watch-h70455133.jpg,Jomashop,khaki.field,,Automatic,80,,38,Stainless Steel,10,Stainless Steel,Sapphire,Black,Stainless Steel,Silver-tone,,,"Date, Hour, Minute, Second","Stainless steel case with a stainless steel bracelet. Fixed stainless steel bezel. Black dial with luminous hands and Arabic numeral hour markers. 24 hour (GMT) markers around an inner ring. Minute markers around the outer rim. Dial Type: Analog. Date display at the 3 o'clock position. Calibre H-10 automatic movement with a 80-hour power reserve. Scratch resistant sapphire crystal. Pull / push crown. Transparent case back. Case size: 38 mm. Case thickness: 10 mm. Round case shape. Band width: 20 mm. Deployment clasp. Water resistant at 100 meters / 330 feet. Functions: date, hour, minute, second. Dress watch style. Watch label: Swiss Made. Hamilton Khaki Field Automatic Black Dial Mens Watch H70455133.","Calendar, GMT, Stainless Steel"
